id,round,phase,plddt,soluprot,relax_score,predicted_plddt,selection_rank
rfd3_spec-1_0_model_9:44,1,round_1_train,96.3411409395973,0.7428700626216198,-3.0096442953020137,,
rfd3_spec-1_0_model_9:91,1,round_1_train,96.5579194630872,0.7303718631225012,-3.0010536912751675,,
rfd3_spec-1_0_model_8:10,1,round_1_top_k,97.35825503355704,0.7459347450284532,-3.080731543624161,97.21522080536919,1
rfd3_spec-1_0_model_8:46,1,round_1_top_k,97.15288590604031,0.7724176803386145,-3.097872483221477,97.21167181208057,2
rfd3_spec-1_0_model_8:150,1,round_1_top_k,97.10060402684564,0.7428700626216198,-3.072973154362416,97.2113026845638,3
rfd3_spec-1_0_model_8:108,1,round_1_top_k,97.0909395973154,0.7929531085714063,-3.1039530201342282,97.20998120805369,4
rfd3_spec-1_0_model_8:79,1,round_1_top_k,96.6910067114094,0.7780309225029152,-3.148228187919463,97.20967919463092,5
rfd3_spec-1_0_model_8:151,1,round_1_top_k,97.38879194630876,0.7594250958440798,-3.038677852348993,97.20356442953025,6
rfd3_spec-1_0_model_8:16,1,round_1_top_k,97.06684563758388,0.7579506248789175,-3.120577181208054,97.20225167785242,7
rfd3_spec-1_0_model_8:107,1,round_1_top_k,97.25067114093959,0.7207506080132077,-3.1459261744966445,97.20209194630877,8
rfd3_spec-1_0_model_8:4,1,round_1_top_k,97.21530201342281,0.7413286871680139,-3.1037986577181207,97.19830536912755,9
rfd3_spec-1_0_model_8:55,1,round_1_top_k,97.11570469798656,0.7287829198787976,-3.0828322147651006,97.195289261745,10
rfd3_spec-1_0_model_8:113,1,round_1_top_k,97.04174496644299,0.7638115828443979,-3.065664429530201,97.19522281879203,11
rfd3_spec-1_0_model_8:88,1,round_1_top_k,97.10885906040265,0.7519914522639731,-3.08658389261745,97.19291543624162,12
rfd3_spec-1_0_model_8:165,1,round_1_top_k,97.10375838926177,0.7579506248789175,-3.119543624161074,97.18756778523493,13
rfd3_spec-1_0_model_8:31,1,round_1_top_k,97.14221476510069,0.7207506080132077,-3.048557046979866,97.18625100671149,14
rfd3_spec-1_0_model_8:130,1,round_1_top_k,97.1317449664429,0.7459347450284532,-3.1382885906040268,97.18527852349001,15
rfd3_spec-1_0_model_8:134,1,round_1_top_k,96.75939597315441,0.7489752431097351,-3.0931476510067117,97.18482147651014,16
rfd3_spec-1_0_model_8:125,1,round_1_top_k,97.19476510067116,0.7459347450284532,-3.0946107382550334,97.18114026845643,17
rfd3_spec-1_0_model_8:5,1,round_1_top_k,97.04013422818794,0.7808001866310493,-3.1694563758389265,97.17991946308732,18
rfd3_spec-1_0_model_8:179,1,round_1_top_k,97.32577181208055,0.7608934183768223,-3.124785234899329,97.17925234899336,19
rfd3_spec-1_0_model_8:198,1,round_1_top_k,96.96463087248321,0.7161348381593456,-3.092993288590604,97.17778590604034,20
rfd3_spec-1_0_model_6:31,2,round_2_top_k,97.47684563758385,0.7599152202988855,-3.09493288590604,97.00377583892616,1
rfd3_spec-1_0_model_2:40,2,round_2_top_k,96.40248322147644,0.7780309225029152,-3.081979865771812,96.98726040268457,2
rfd3_spec-1_0_model_1:141,2,round_2_top_k,96.80275167785233,0.7709988279170673,-3.025993288590604,96.94577986577178,3
rfd3_spec-1_0_model_3:113,2,round_2_top_k,97.10046979865767,0.7635693448217705,-3.1456174496644294,96.94482751677853,4
rfd3_spec-1_0_model_0:24,3,round_3_top_k,97.22899328859062,0.7456802770348359,-3.117765100671141,97.12686107382544,1
rfd3_spec-1_0_model_0:57,3,round_3_top_k,97.5589261744967,0.7876142138721903,-3.0669530201342283,97.11796912751673,2
rfd3_spec-1_0_model_0:167,3,round_3_top_k,97.20483221476505,0.7693356556281389,-3.137912751677852,97.09410134228186,3
rfd3_spec-1_0_model_0:62,3,round_3_top_k,96.95785234899328,0.7472045644799662,-3.057724832214765,97.09209932885904,4
rfd3_spec-1_0_model_0:81,3,round_3_top_k,97.69275167785231,0.7534904179720863,-3.1387718120805372,97.08184697986573,5
rfd3_spec-1_0_model_0:110,3,round_3_top_k,97.37919463087252,0.739781308485267,-3.142959731543624,97.07367046979863,6
rfd3_spec-1_0_model_0:140,3,round_3_top_k,97.21503355704695,0.7547348907911997,-3.052026845637584,97.06963489932885,7
rfd3_spec-1_0_model_0:77,3,round_3_top_k,96.7079865771812,0.7547348907911997,-3.001456375838926,97.06913758389258,8
rfd3_spec-1_0_model_0:183,3,round_3_top_k,97.61570469798653,0.7594250958440798,-3.0818187919463087,97.06059395973149,9
rfd3_spec-1_0_model_0:157,3,round_3_top_k,97.45013422818795,0.7608934183768223,-3.116228187919463,97.04296442953017,10
rfd3_spec-1_0_model_0:153,3,round_3_top_k,97.48234899328862,0.7849073203694716,-3.024604026845638,97.03636040268454,11
rfd3_spec-1_0_model_0:126,3,round_3_top_k,97.20550335570474,0.7594250958440798,-3.0848187919463084,97.0328979865771,12
rfd3_spec-1_0_model_0:42,3,round_3_top_k,96.60691275167785,0.7562226504097314,-3.0738859060402683,97.02812147651002,13
rfd3_spec-1_0_model_0:94,3,round_3_top_k,97.4507382550335,0.7382279419093385,-3.0803557046979866,97.02529932885902,14
rfd3_spec-1_0_model_0:18,3,round_3_top_k,96.72557046979864,0.7441499456524429,-3.1153422818791947,97.01395906040266,15
rfd3_spec-1_0_model_0:125,3,round_3_top_k,97.71416107382542,0.748975243109735,-3.0884362416107383,97.0123899328859,16
rfd3_spec-1_0_model_0:166,3,round_3_top_k,97.6704697986577,0.7766369458113405,-2.96493288590604,97.01084093959729,17
rfd3_spec-1_0_model_0:101,3,round_3_top_k,97.42859060402687,0.7549832758050261,-3.108362416107383,97.00910671140934,18
rfd3_spec-1_0_model_0:134,3,round_3_top_k,97.36308724832213,0.7472045644799662,-3.121060402684564,97.0066315436241,19
rfd3_spec-1_0_model_0:116,3,round_3_top_k,97.24577181208052,0.7379684664288295,-3.161825503355705,97.00612953020129,20
rfd3_spec-1_0_model_4:164,4,round_4_top_k,97.15583892617451,0.7728892509098386,-3.0426375838926174,97.34349664429529,1
rfd3_spec-1_0_model_3:167,4,round_4_top_k,97.73758389261742,0.7613814913433578,-3.172845637583893,97.31607852348992,2
rfd3_spec-1_0_model_4:64,4,round_4_top_k,96.51496644295301,0.7728892509098386,-3.0749798657718124,97.284022147651,3
rfd3_spec-1_0_model_4:32,4,round_4_top_k,95.8225503355705,0.7616252711677612,-3.0053691275167784,97.25378187919463,4
rfd3_spec-1_0_model_3:199,4,round_4_top_k,97.6775167785235,0.7309002039858983,-3.2353020134228188,97.23347382550337,5
rfd3_spec-1_0_model_4:18,4,round_4_top_k,95.30073825503355,0.7714724686505547,-3.073503355704698,97.23046845637583,6
rfd3_spec-1_0_model_4:189,4,round_4_top_k,97.16637583892617,0.7415860003746035,-3.0534161073825503,97.2269234899329,7
rfd3_spec-1_0_model_4:84,4,round_4_top_k,96.8244295302014,0.7784941973961913,-3.007979865771812,97.2233510067114,8
rfd3_spec-1_0_model_4:28,4,round_4_top_k,96.62154362416108,0.7642955443634154,-3.015536912751678,97.22202147651005,9
rfd3_spec-1_0_model_4:153,4,round_4_top_k,96.66973154362408,0.7784941973961913,-3.1113758389261745,97.20513154362412,10
rfd3_spec-1_0_model_4:65,4,round_4_top_k,96.63295302013427,0.7712357345041285,-3.081805369127517,97.19755637583894,11
rfd3_spec-1_0_model_4:85,4,round_4_top_k,96.48651006711411,0.7613814913433578,-3.037248322147651,97.19466845637584,12
rfd3_spec-1_0_model_4:172,4,round_4_top_k,96.284966442953,0.7613814913433578,-3.077677852348993,97.1836429530201,13
rfd3_spec-1_0_model_4:75,4,round_4_top_k,96.7794630872483,0.7642955443634154,-3.095174496644295,97.18230067114095,14
rfd3_spec-1_0_model_3:155,4,round_4_top_k,97.76583892617447,0.7671848922050235,-3.1566174496644295,97.1738906040268,15
rfd3_spec-1_0_model_3:141,4,round_4_top_k,97.38503355704695,0.7625986784912653,-3.118523489932886,97.17386308724826,16
rfd3_spec-1_0_model_9:56,4,round_4_top_k,96.43469798657719,0.7174971906288877,-3.1035503355704694,97.16473087248325,17
rfd3_spec-1_0_model_4:73,4,round_4_top_k,96.7075838926174,0.7642955443634154,-3.113456375838926,97.16305637583889,18
rfd3_spec-1_0_model_4:71,4,round_4_top_k,96.93315436241612,0.7584427977882041,-3.075234899328859,97.1629758389262,19
rfd3_spec-1_0_model_4:34,4,round_4_top_k,96.51395973154368,0.7757041693103737,-3.0929060402684563,97.16244966442952,20
